,LV ActivePower (kW)
200,3461.5810546875
20644,252.242706298828
33983,669.083312988281
40949,1153.90698242187
16556,572.707702636718
37782,3595.89697265625
37442,666.877197265625
19317,393.944396972656
18632,194.0751953125
24405,2291.57299804687
19649,1058.47399902343
44120,1549.00805664062
7766,3148.96411132812
36293,196.784301757812
17281,1049.28100585937
5900,419.822601318359
996,1590.36901855468
14285,3596.19091796875
37197,59.9858207702636
43416,1804.33996582031
28040,387.678405761718
37945,3600.80810546875
2570,2169.958984375
25825,375.74868774414
20588,1774.60998535156
3760,5.53127479553222
14907,3604.11499023437
38793,685.660400390625
25317,1736.47595214843
22036,172.780899047851
41839,1602.248046875
369,331.719299316406
43636,691.260986328125
34748,111.76439666748
21726,783.674682617187
45688,2796.99096679687
31056,3164.7109375
21992,1030.76000976562
35959,3363.19995117187
25434,210.246597290039
24418,2778.9130859375
29702,479.699401855468
24623,2872.38110351562
41267,3599.64208984375
37013,1736.07299804687
24845,615.933288574218
31582,1717.91394042968
6459,2748.47192382812
36730,1961.31201171875
10954,3552.32690429687
34569,1108.40002441406
25986,668.211181640625
46867,3586.06005859375
27416,746.174072265625
1415,1025.27099609375
49518,3600.93994140625
36720,1371.19897460937
47632,31.7789897918701
48282,1829.30700683593
7324,209.037292480468
20282,3586.75610351562
29429,394.434295654296
43778,247.701202392578
48691,2252.8701171875
913,3493.36499023437
18150,481.68179321289
5726,3550.53198242187
13318,741.892211914062
33545,599.990905761718
39930,1015.32800292968
1736,2611.79711914062
544,402.474792480468
16530,161.664398193359
42891,2877.791015625
29552,239.351699829101
34839,280.72119140625
4318,3599.85791015625
30463,3017.47094726562
4086,3602.43408203125
42100,3402.26904296875
48194,1536.41101074218
16422,1881.80102539062
5832,1833.31103515625
17020,0.22586689889431
12184,1468.32897949218
10809,1744.90405273437
49580,513.229125976562
40775,617.38232421875
33910,837.738098144531
35467,102.447799682617
34227,3590.29907226562
19722,809.218200683593
22046,497.878601074218
4495,1513.83203125
11423,3577.80297851562
16993,663.182678222656
44051,657.81640625
2416,3461.25708007812
5204,645.576721191406
12174,811.328186035156
21197,1655.35803222656
10744,3414.17797851562
15315,53.1499900817871
35083,772.269226074218
44565,710.475219726562
26986,1818.03100585937
20279,3505.18896484375
47771,18.4194602966308
42075,451.183410644531
46953,2509.22998046875
1896,372.730987548828
33583,847.415100097656
24192,343.791595458984
5833,867.708374023437
45921,3600.18896484375
27007,1905.60803222656
42714,2504.9619140625
17677,18.3196506500244
46497,768.712524414062
39536,3109.67993164062
5710,3550.74291992187
21991,977.130126953125
36613,3582.69091796875
37947,3600.669921875
3846,3603.63500976562
45640,3602.77490234375
10586,3570.31689453125
4941,2521.82202148437
33554,944.987976074218
35819,100.840797424316
43537,1124.72497558593
20510,1234.94201660156
43749,761.385925292968
30834,768.149291992187
4084,3602.70703125
9893,2518.7529296875
31340,3604.2099609375
39796,2457.14599609375
20085,71.1165771484375
29772,743.56591796875
22038,406.581787109375
30331,3268.85888671875
42767,509.436096191406
24455,2077.34692382812
1567,140.936904907226
43196,1513.78601074218
8435,16.1898002624511
18143,475.649810791015
5065,452.097198486328
39230,2851.66796875
39253,3073.54711914062
42062,388.197296142578
34989,11.3216896057128
47987,547.291809082031
37938,3601.49096679687
41760,3603.07397460937
14376,2877.03393554687
26242,723.791625976562
19563,1748.34204101562
22115,202.850692749023
38294,1809.94995117187
35983,2262.31494140625
44978,1343.47497558593
32919,3602.2119140625
9474,1166.1259765625
8969,142.870300292968
20986,262.801788330078
41043,2740.376953125
4894,2513.42504882812
18950,656.185485839843
45073,2982.50903320312
35191,5.6921329498291
25082,2079.47192382812
16196,2793.8330078125
30797,2248.18798828125
30288,3047.99609375
46984,933.928405761718
2136,3601.42309570312
15270,580.977783203125
19329,606.163391113281
40331,256.983703613281
10383,2949.85888671875
20866,3408.64794921875
29794,985.549011230468
16237,2706.59008789062
32969,2409.12109375
15646,64.3124389648437
37550,985.117614746093
46291,41.1524581909179
38332,343.318786621093
40758,544.27099609375
16717,78.5986785888671
49364,654.835021972656
14162,24.5618495941162
45289,233.726196289062
1696,452.836395263671
22070,289.25210571289
14261,396.135803222656
22516,2458.39599609375
45132,978.146179199218
21031,2136.48999023437
24689,84.6398773193359
8620,3592.17797851562
27476,84.6921615600585
20809,1762.28295898437
21868,1687.3740234375
49212,2828.50708007812
19088,34.5094299316406
30302,2990.14306640625
34595,1923.09899902343
19031,974.1845703125
16532,146.48779296875
29469,49.771800994873
18348,2013.07397460937
28024,80.666389465332
23268,379.318786621093
17663,90.9547729492187
20342,2960.53002929687
11467,3603.90600585937
48159,2525.06494140625
279,2097.77197265625
47979,286.309600830078
44204,949.899719238281
47672,812.357788085937
26346,1900.97302246093
39651,2205.43701171875
18361,1354.68603515625
45768,3400.82495117187
41293,3531.24194335937
3027,114.097602844238
46792,3601.23803710937
21449,394.599090576171
4345,2141.9560546875
19177,87.3976135253906
24985,1481.42199707031
12698,231.205200195312
16275,2837.85302734375
9863,3117.8291015625
45459,3601.48706054687
33648,2654.30395507812
14366,1609.52404785156
46908,3227.48388671875
14983,3115.40600585937
25340,410.957305908203
33272,462.249389648437
33303,31.1288394927978
11716,838.242980957031
21507,98.3822631835937
42065,209.140304565429
48211,1038.05798339843
37014,2170.23510742187
46919,2506.83911132812
4258,3600.416015625
21387,448.247009277343
2457,878.070129394531
12695,65.7856903076171
32308,3604.18994140625
3942,3602.88305664062
29929,1223.69995117187
36537,1516.65197753906
8542,1144.61206054687
11782,0.679800927639007
13505,55.2807502746582
37631,3098.76098632812
32155,968.370178222656
16255,1054.73901367187
8537,1048.13098144531
45942,3599.97607421875
30986,1361.15197753906
27105,1415.15100097656
2268,3511.46606445312
16114,966.010498046875
25719,922.978576660156
33628,321.04638671875
25804,553.700012207031
26697,132.319305419921
47398,2656.0869140625
39342,1070.43603515625
33432,335.189788818359
41964,1346.76196289062
31736,919.865905761718
16575,766.979370117187
4819,3602.17211914062
44652,2072.37890625
1675,164.551300048828
17479,1167.06005859375
29771,614.608703613281
25967,208.760604858398
40175,2386.28002929687
31186,3603.78491210937
33843,642.302612304687
4150,3602.8291015625
49416,3600.62109375
10446,769.099670410156
27392,250.943801879882
38626,1042.90197753906
47139,224.191192626953
16291,3604.291015625
46611,645.611206054687
5202,669.470397949218
13666,44.5563011169433
17146,2040.03405761718
1544,1169.99304199218
34950,12.5595197677612
5923,1665.7919921875
